tahun,jenis_api,nilai_produksi,jumlah_hari,pelabuhan_kedatangan_id,pelabuhan_keberangkatan_id,kelas_pelabuhan,provinsi,tanggal_berangkat,tanggal_kedatangan,nama_ikan_id,berat
2022,Pukat cincin Pelagis Kecil dengan satu kapal,1036000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-10-29,2022-10-30,Kembung Perempuan [RAB],518
2022,Bagan perahu,564000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-10-30,2022-10-31,Kembung Perempuan [RAB],282
2022,Bagan perahu,776000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-10-30,2022-10-31,Kembung Perempuan [RAB],388
2022,Bagan perahu,192500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-01,2022-11-01,Cumi-Cumi,35
2022,Pukat cincin dua kapal,258500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-01,2022-11-01,Cumi-Cumi,47
2022,Pukat cincin dua kapal,324500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-01,2022-11-01,Cumi-Cumi,59
2022,Pancing Tonda,324500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-01,2022-11-01,Cumi-Cumi,59
2022,Pancing Tonda,357500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-05,2022-11-05,Cumi-Cumi,65
2022,Pukat cincin dua kapal,401500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-05,2022-11-05,Cumi-Cumi,73
2022,Pukat cincin dua kapal,484000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-05,2022-11-05,Cumi-Cumi,88
2022,Pukat cincin dua kapal,555500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-05,2022-11-05,Cumi-Cumi,101
2022,Pukat cincin dua kapal,375000,4,PPP. Labuhan Maringgai,PPP. Labuhan Maringgai,PPP,Lampung,2022-11-02,2022-11-05,Kembung Perempuan [RAB],15
2022,Payang,28000,2,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-11-30,2022-12-01,Cumi-Cumi,1
2022,Pancing Tonda,379500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-01,2022-12-01,Cumi-Cumi,69
2022,Pancing Tonda,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-01,2022-12-01,Cumi-Cumi,8
2022,Pancing Tonda,445500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-01,2022-12-01,Cumi-Cumi,81
2022,Pukat cincin Pelagis Kecil dengan satu kapal,610500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-01,2022-12-01,Cumi-Cumi,111
2022,Cantrang,324000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-11-30,2022-12-01,Kembung Perempuan [RAB],18
2022,Cantrang,379500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-02,2022-12-02,Cumi-Cumi,69
2022,Bagan perahu,621500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-02,2022-12-02,Cumi-Cumi,113
2022,Pukat cincin Pelagis Kecil dengan satu kapal,709500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-02,2022-12-02,Cumi-Cumi,129
2022,Pancing Tonda,874500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-02,2022-12-02,Cumi-Cumi,159
2022,Pancing Tonda,676800,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-01,2022-12-02,Kembung Perempuan [RAB],376
2022,Pancing Tonda,412500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-03,2022-12-03,Cumi-Cumi,75
2022,Pancing Tonda,473000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-03,2022-12-03,Cumi-Cumi,86
2022,Cantrang,484000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-03,2022-12-03,Cumi-Cumi,88
2022,Cantrang,583000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-03,2022-12-03,Cumi-Cumi,106
2022,Pukat cincin satu kapal,936000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-02,2022-12-03,Kembung Perempuan [RAB],52
2022,Pukat cincin Pelagis Kecil dengan satu kapal,231000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-05,2022-12-05,Cumi-Cumi,42
2022,Pancing Ulur,319000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-04,2022-12-04,Cumi-Cumi,58
2022,Pukat cincin satu kapal,379500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-04,2022-12-04,Cumi-Cumi,69
2022,Pancing Ulur,550000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-04,2022-12-04,Cumi-Cumi,10
2022,Pancing Tonda,649000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-04,2022-12-04,Cumi-Cumi,118
2022,Pancing Tonda,649000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-05,2022-12-05,Cumi-Cumi,118
2022,Pancing Tonda,907500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-05,2022-12-05,Cumi-Cumi,165
2022,Pancing Ulur,1160500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-05,2022-12-05,Cumi-Cumi,211
2022,Pukat cincin Pelagis Kecil dengan satu kapal,783000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-03,2022-12-04,Kembung Perempuan [RAB],435
2022,Cantrang,507600,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-04,2022-12-05,Kembung Perempuan [RAB],282
2022,Cantrang,379500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-06,2022-12-06,Cumi-Cumi,69
2022,Cantrang,379500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-06,2022-12-06,Cumi-Cumi,69
2022,Cantrang,4345,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-06,2022-12-06,Cumi-Cumi,79
2022,Cantrang,434500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-06,2022-12-06,Cumi-Cumi,79
2022,Cantrang,988000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-05,2022-12-06,Kembung Perempuan [RAB],494
2022,Pancing Ulur,258500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-07,2022-12-07,Cumi-Cumi,47
2022,Pancing Tonda,418000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-07,2022-12-07,Cumi-Cumi,76
2022,Pukat cincin dua kapal,473000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-07,2022-12-07,Cumi-Cumi,86
2022,Bagan perahu,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-07,2022-12-07,Cumi-Cumi,99
2022,Cantrang,203500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-08,2022-12-08,Cumi-Cumi,37
2022,Cantrang,203500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-08,2022-12-08,Cumi-Cumi,37
2022,Cantrang,247500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-08,2022-12-08,Cumi-Cumi,45
2022,Pukat cincin Pelagis Kecil dengan satu kapal,1875000,6,PPP. Labuhan Maringgai,PPP. Labuhan Maringgai,PPP,Lampung,2022-12-03,2022-12-08,Kembung Perempuan [RAB],75
2022,Pancing Ulur,2565000,6,PPP. Labuhan Maringgai,PPP. Labuhan Maringgai,PPP,Lampung,2022-12-03,2022-12-08,Kembung Perempuan [RAB],95
2022,Pancing Ulur,258500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-09,2022-12-09,Cumi-Cumi,47
2022,Pukat cincin Pelagis Kecil dengan satu kapal,286000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-09,2022-12-09,Cumi-Cumi,52
2022,Pukat cincin Pelagis Kecil dengan satu kapal,335500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-09,2022-12-09,Cumi-Cumi,61
2022,Pukat cincin satu kapal,390500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-09,2022-12-09,Cumi-Cumi,71
2022,Pukat cincin satu kapal,489500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-09,2022-12-09,Cumi-Cumi,89
2022,Pukat cincin dua kapal,600000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-08,2022-12-09,Kembung Perempuan [RAB],30
2022,Pukat cincin Pelagis Kecil dengan satu kapal,418000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-10,2022-12-10,Cumi-Cumi,76
2022,Pukat cincin Pelagis Kecil dengan satu kapal,467500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-10,2022-12-10,Cumi-Cumi,85
2022,Pukat cincin dua kapal,671000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-10,2022-12-10,Cumi-Cumi,122
2022,Bagan perahu,612000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-09,2022-12-10,Kembung Perempuan [RAB],306
2022,Pukat cincin satu kapal,824000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-09,2022-12-10,Kembung Perempuan [RAB],412
2022,Cantrang,225500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-11,2022-12-11,Cumi-Cumi,41
2022,Cantrang,231000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-11,2022-12-11,Cumi-Cumi,42
2022,Pancing Tonda,357500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-11,2022-12-11,Cumi-Cumi,65
2022,Pancing Tonda,612000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-10,2022-12-11,Kembung Perempuan [RAB],306
2022,Pancing Tonda,730000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-10,2022-12-11,Kembung Perempuan [RAB],365
2022,Dogol,291500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-12,2022-12-12,Cumi-Cumi,53
2022,Dogol,319000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-12,2022-12-12,Cumi-Cumi,58
2022,Dogol,352000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-12,2022-12-12,Cumi-Cumi,64
2022,Dogol,379500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-12,2022-12-12,Cumi-Cumi,69
2022,Dogol,612000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-11,2022-12-12,Kembung Perempuan [RAB],306
2022,Dogol,658000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-11,2022-12-12,Kembung Perempuan [RAB],329
2022,Jaring insang hanyut,291500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-13,2022-12-13,Cumi-Cumi,53
2022,Jaring insang hanyut,308000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-13,2022-12-13,Cumi-Cumi,56
2022,Pukat cincin satu kapal,357500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-13,2022-12-13,Cumi-Cumi,65
2022,Pukat cincin dua kapal,484000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-13,2022-12-13,Cumi-Cumi,88
2022,Bagan perahu,518000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-12,2022-12-13,Kembung Perempuan [RAB],259
2022,Pancing Tonda,258500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-14,2022-12-14,Cumi-Cumi,47
2022,Cantrang,324500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-14,2022-12-14,Cumi-Cumi,59
2022,Cantrang,390500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-14,2022-12-14,Cumi-Cumi,71
2022,Cantrang,445500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-14,2022-12-14,Cumi-Cumi,81
2022,Cantrang,658000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-13,2022-12-14,Kembung Perempuan [RAB],329
2022,Bagan perahu,319000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-15,2022-12-15,Cumi-Cumi,58
2022,Bagan perahu,324500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-15,2022-12-15,Cumi-Cumi,59
2022,Pukat cincin Pelagis Kecil dengan satu kapal,418000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-15,2022-12-15,Cumi-Cumi,76
2022,Pukat cincin Pelagis Kecil dengan satu kapal,760000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-14,2022-12-15,Kembung Perempuan [RAB],38
2022,Pancing Tonda,435000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-16,2022-12-16,Cumi-Cumi,87
2022,Pukat cincin Pelagis Kecil dengan satu kapal,670000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-16,2022-12-16,Cumi-Cumi,134
2022,Payang,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-17,2022-12-17,Cumi-Cumi,88
2022,Payang,475000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-17,2022-12-17,Cumi-Cumi,95
2022,Payang,505000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-17,2022-12-17,Cumi-Cumi,101
2022,Payang,776000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-16,2022-12-17,Kembung Perempuan [RAB],388
2022,Payang,1200000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-16,2022-12-17,Kembung Perempuan [RAB],60
2022,Jaring insang hanyut,460000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-18,2022-12-18,Cumi-Cumi,92
2022,Jaring insang hanyut,525000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-12-18,2022-12-18,Cumi-Cumi,105
2022,Cantrang,418000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-02,2022-01-02,Cumi-Cumi,76
2022,Cantrang,379800,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-03,2022-01-04,Kembung Perempuan [RAB],211
2022,Pukat cincin Pelagis Kecil dengan satu kapal,586800,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-03,2022-01-04,Kembung Perempuan [RAB],326
2022,Pancing Tonda,192000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-05,2022-01-05,Cumi-Cumi,32
2022,Hand Line Tuna,390000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-06,2022-01-06,Cumi-Cumi,65
2022,Hand Line Tuna,414000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-06,2022-01-06,Cumi-Cumi,69
2022,Dogol,126000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-07,2022-01-07,Cumi-Cumi,21
2022,Pancing Ulur,144000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-07,2022-01-07,Cumi-Cumi,24
2022,Cantrang,417600,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-06,2022-01-07,Kembung Perempuan [RAB],232
2022,Bagan perahu,378000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-08,2022-01-08,Cumi-Cumi,63
2022,Bagan perahu,408000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-08,2022-01-08,Cumi-Cumi,68
2022,Bagan perahu,252000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-09,2022-01-09,Cumi-Cumi,42
2022,Bagan perahu,318000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-09,2022-01-09,Cumi-Cumi,53
2022,Bagan perahu,402000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-10,2022-01-10,Cumi-Cumi,67
2022,Cantrang,450000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-09,2022-01-10,Kembung Lelaki,25
2022,Bagan perahu,882000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-09,2022-01-10,Kembung Lelaki,49
2022,Bagan perahu,288000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-11,2022-01-11,Cumi-Cumi,48
2022,Jaring Tarik Berkantong,432000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-11,2022-01-11,Cumi-Cumi,72
2022,Pukat cincin grup pelagis kecil,374000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-12,2022-01-12,Cumi-Cumi,68
2022,Pukat cincin satu kapal,577500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-12,2022-01-12,Cumi-Cumi,105
2022,Cantrang,2311200,3,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-10,2022-01-12,Kembung Perempuan [RAB],1284
2022,Cantrang,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-13,2022-01-13,Cumi-Cumi,75
2022,Cantrang,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-13,2022-01-13,Cumi-Cumi,105
2022,Bagan perahu,676500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-14,2022-01-14,Cumi-Cumi,123
2022,Bagan perahu,940500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-14,2022-01-14,Cumi-Cumi,171
2022,Bagan perahu,1841400,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-13,2022-01-14,Kembung Perempuan [RAB],1023
2022,Bagan perahu,2030400,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-13,2022-01-14,Kembung Perempuan [RAB],1128
2022,Jaring lingkar tanpa tali kerut/ Lampara,495000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-15,2022-01-15,Cumi-Cumi,9
2022,Pukat cincin dua kapal,940500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-15,2022-01-15,Cumi-Cumi,171
2022,Bagan perahu,270000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-16,2022-01-16,Cumi-Cumi,45
2022,Bagan perahu,378000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-16,2022-01-16,Cumi-Cumi,63
2022,Rawai Tuna,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-17,2022-01-17,Cumi-Cumi,75
2022,Pancing Ulur,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-17,2022-01-17,Cumi-Cumi,105
2022,Bagan perahu,412500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-18,2022-01-18,Cumi-Cumi,75
2022,Bagan perahu,456500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-18,2022-01-18,Cumi-Cumi,83
2022,Cantrang,2475,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-20,2022-01-20,Cumi-Cumi,45
2022,Cantrang,412500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-20,2022-01-20,Cumi-Cumi,75
2022,Gillnet,541800,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-19,2022-01-20,Kembung Perempuan [RAB],301
2022,Pancing Tonda,810000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-23,2022-01-23,Cumi-Cumi,135
2022,Pancing Tonda,1170000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-23,2022-01-23,Cumi-Cumi,195
2022,Pukat cincin Pelagis Kecil dengan satu kapal,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-24,2022-01-24,Cumi-Cumi,105
2022,Pukat cincin Pelagis Kecil dengan satu kapal,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-24,2022-01-24,Cumi-Cumi,105
2022,Rawai dasar,684000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-25,2022-01-25,Cumi-Cumi,114
2022,Pancing Ulur,228000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-26,2022-01-26,Cumi-Cumi,38
2022,Pancing Ulur,318000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-26,2022-01-26,Cumi-Cumi,53
2022,Pukat cincin Pelagis Kecil dengan satu kapal,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-27,2022-01-27,Cumi-Cumi,105
2022,Pancing Ulur,648000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-27,2022-01-27,Cumi-Cumi,108
2022,Pancing Ulur,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-28,2022-01-28,Cumi-Cumi,8
2022,Hand Line Tuna,462000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-28,2022-01-28,Cumi-Cumi,84
2022,Pancing Ulur,89100,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-28,2022-01-29,Kembung Perempuan [RAB],495
2022,Rawai Tuna,474000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-29,2022-01-29,Cumi-Cumi,79
2022,Pukat cincin Pelagis Kecil dengan satu kapal,600000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-29,2022-01-29,Cumi-Cumi,10
2022,Cantrang,891000,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-28,2022-01-29,Kembung Perempuan [RAB],495
2022,Pukat cincin Pelagis Kecil dengan satu kapal,550000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-30,2022-01-30,Cumi-Cumi,10
2022,Pancing Ulur,550000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-01-30,2022-01-30,Cumi-Cumi,10
2022,Pancing Ulur,440000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-01,2022-02-01,Cumi-Cumi,8
2022,Pancing Ulur,462000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-01,2022-02-01,Cumi-Cumi,84
2022,Pukat cincin Pelagis Kecil dengan satu kapal,140000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-02,2022-02-02,Cumi-Cumi,4
2022,Pukat cincin Pelagis Kecil dengan satu kapal,434500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-02,2022-02-02,Cumi-Cumi,79
2022,Cantrang,258500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-03,2022-02-03,Cumi-Cumi,47
2022,Pengangkut,170100,3,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-01,2022-02-03,Kembung Perempuan [RAB],63
2022,Pukat cincin Pelagis Kecil dengan satu kapal,357500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-03,2022-02-03,Cumi-Cumi,65
2022,Cantrang,544500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-04,2022-02-04,Cumi-Cumi,99
2022,Cantrang,577500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-04,2022-02-04,Cumi-Cumi,105
2022,Pancing berjoran,231000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-05,2022-02-05,Cumi-Cumi,42
2022,Pukat cincin Pelagis Kecil dengan satu kapal,407000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-05,2022-02-05,Cumi-Cumi,74
2022,Bagan perahu,544500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-06,2022-02-06,Cumi-Cumi,99
2022,Pukat cincin grup pelagis kecil,577500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-06,2022-02-06,Cumi-Cumi,105
2022,Cantrang,1285000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-07,2022-02-07,Cumi-Cumi,257
2022,Pengangkut,2327400,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-09,2022-02-10,Kembung Perempuan [RAB],1293
2022,Cantrang,346500,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-02,2022-02-02,Cumi-Cumi,63
2022,Pancing Ulur,853200,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-10,2022-03-11,Kembung Perempuan [RAB],474
2022,Cantrang,1218600,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-10,2022-02-11,Kembung Perempuan [RAB],677
2022,Jaring insang lingkar,1353600,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-11,2022-02-12,Kembung Perempuan [RAB],752
2022,Pukat cincin Pelagis Kecil dengan satu kapal,2030400,2,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-02-11,2022-02-12,Kembung Perempuan [RAB],1128
2022,Pukat cincin Pelagis Kecil dengan satu kapal,80000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-13,2022-02-13,Cumi-Cumi,4
2022,Cantrang,296000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-13,2022-02-13,Cumi-Cumi,8
2022,Pukat cincin Pelagis Kecil dengan satu kapal,60000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-14,2022-02-14,Cumi-Cumi,3
2022,Pukat cincin Pelagis Kecil dengan satu kapal,185000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-14,2022-02-14,Cumi-Cumi,5
2022,Pukat cincin Pelagis Kecil dengan satu kapal,120000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-14,2022-02-14,Cumi-Cumi,6
2022,Cantrang,40000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-15,2022-02-15,Cumi-Cumi,4
2022,Pukat cincin Pelagis Kecil dengan satu kapal,75000,1,PPN. Pekalongan,PPN. Pekalongan,PPN,Jawa Tengah,2022-02-15,2022-02-15,Cumi-Cumi,5
2022,Pukat cincin dua kapal,630000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-01,2022-03-01,Cumi-Cumi,126
2022,Cantrang,870000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-01,2022-03-01,Cumi-Cumi,174
2022,Hand Line Tuna,500000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-02,2022-03-02,Cumi-Cumi,10
2022,Hand Line Tuna,580000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-02,2022-03-02,Cumi-Cumi,116
2022,Gillnet,485000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-04,2022-03-04,Cumi-Cumi,97
2022,Pengangkut,895000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-04,2022-03-04,Cumi-Cumi,179
2022,Cantrang,450000,1,PPN. Karangantu,PPN. Karangantu,PPN,Banten,2022-03-05,2022-03-05,Cumi-Cumi,9
